task_id,asset_id,department,maintenance_type,corridor_id,section_id,task_date,deadline,risk_score,priority_score,required_duration_minutes,required_team_size,preferred_start_minute,max_delay_tolerance_minutes,can_bundle
TASK-025482,AST-073591,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-017,SEC-0161,2027-02-17,2027-02-19,70.5,59.7,106,2,1129,0,No
TASK-025483,AST-147432,Track / Civil Engineering,Sleeper Replacement,COR-011,SEC-0103,2029-03-26,2029-04-09,76.9,68.9,116,6,120,15,Yes
TASK-025484,AST-011037,Track / Civil Engineering,Rail Inspection,COR-018,SEC-0177,2025-04-28,2025-04-30,96.4,88.1,95,2,1104,30,Yes
TASK-025485,AST-014597,Electrical / TRD,Transformer Inspection,COR-007,SEC-0070,2025-06-13,2025-06-16,67.3,53.5,162,2,0,60,No
TASK-025486,AST-144927,Electrical / TRD,Transformer Inspection,COR-009,SEC-0084,2029-02-24,2029-03-06,68.2,52.4,78,3,120,0,Yes
TASK-025487,AST-117174,Electrical / TRD,Substation Maintenance,COR-006,SEC-0059,2028-05-06,2028-05-16,99.0,92.7,156,2,120,30,Yes
TASK-025488,AST-039416,Track / Civil Engineering,Rail Grinding,COR-010,SEC-0098,2026-02-26,2026-03-03,72.6,57.9,156,3,1021,30,Yes
TASK-025489,AST-125723,Track / Civil Engineering,Sleeper Replacement,COR-020,SEC-0193,2028-08-03,2028-08-04,43.8,35.3,161,2,654,30,Yes
TASK-025490,AST-051283,Track / Civil Engineering,Bridge Inspection,COR-014,SEC-0135,2026-06-21,2026-06-22,78.0,64.8,137,3,180,15,Yes
TASK-025491,AST-038069,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-009,SEC-0090,2026-02-07,2026-02-10,49.6,43.7,73,5,1380,30,Yes
TASK-025492,AST-046699,Track / Civil Engineering,Ballast Tamping,COR-005,SEC-0045,2026-05-10,2026-05-20,77.4,65.2,255,3,120,15,Yes
TASK-025493,AST-022256,Mechanical / Rolling Stock,Traction Motor Inspection,COR-015,SEC-0150,2025-08-24,2025-08-27,67.6,53.0,114,4,60,60,No
TASK-025494,AST-030603,Track / Civil Engineering,Ballast Tamping,COR-012,SEC-0119,2025-11-23,2025-12-07,70.8,59.3,172,3,180,0,Yes
TASK-025495,AST-052458,Signal & Telecommunications (S&T),Signal Inspection,COR-011,SEC-0108,2026-07-02,2026-07-16,68.6,49.5,156,4,247,0,Yes
TASK-025496,AST-146538,Signal & Telecommunications (S&T),Relay Testing,COR-017,SEC-0168,2029-03-12,2029-03-26,98.6,90.5,109,3,68,120,Yes
TASK-025497,AST-048599,Electrical / TRD,Switchgear Inspection,COR-014,SEC-0133,2026-06-04,2026-06-18,80.6,70.1,172,2,319,15,Yes
TASK-025498,AST-033726,Signal & Telecommunications (S&T),Signal Inspection,COR-003,SEC-0028,2025-12-20,2025-12-22,80.1,66.6,113,5,120,60,Yes
TASK-025499,AST-106822,Track / Civil Engineering,Sleeper Replacement,COR-012,SEC-0118,2028-01-29,2028-02-08,69.3,49.4,188,4,120,60,Yes
TASK-025500,AST-085567,Track / Civil Engineering,Bridge Inspection,COR-020,SEC-0194,2027-06-24,2027-06-25,69.7,56.1,152,2,60,60,Yes
TASK-025501,AST-138674,Electrical / TRD,Switchgear Inspection,COR-009,SEC-0088,2028-12-21,2028-12-23,48.1,36.4,165,6,60,120,Yes
TASK-025502,AST-093497,Track / Civil Engineering,Ballast Tamping,COR-017,SEC-0170,2027-09-13,2027-09-27,69.7,55.5,161,5,60,60,Yes
TASK-025503,AST-032863,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-007,SEC-0070,2025-12-15,2025-12-17,70.7,60.9,112,3,120,60,Yes
TASK-025504,AST-136878,Signal & Telecommunications (S&T),Signal Inspection,COR-007,SEC-0068,2028-12-07,2028-12-09,69.1,58.7,135,6,0,15,Yes
TASK-025505,AST-091545,Track / Civil Engineering,Rail Grinding,COR-013,SEC-0122,2027-08-18,2027-09-01,84.7,75.4,118,4,651,60,No
TASK-025506,AST-038310,Track / Civil Engineering,Rail Inspection,COR-015,SEC-0145,2026-02-10,2026-02-15,81.3,65.1,219,5,60,30,Yes
TASK-025507,AST-111166,Track / Civil Engineering,Sleeper Replacement,COR-019,SEC-0190,2028-03-12,2028-03-26,99.0,89.4,142,6,0,30,No
TASK-025508,AST-023332,Track / Civil Engineering,Ballast Tamping,COR-016,SEC-0156,2025-09-12,2025-09-19,99.0,89.2,167,3,0,60,No
TASK-025509,AST-148329,Track / Civil Engineering,Rail Inspection,COR-004,SEC-0034,2029-04-03,2029-04-08,62.1,44.3,108,3,529,60,Yes
TASK-025510,AST-024064,Electrical / TRD,Switchgear Inspection,COR-011,SEC-0104,2025-09-09,2025-09-14,61.5,47.0,142,6,1337,0,No
TASK-025511,AST-050020,Track / Civil Engineering,Turnout Maintenance,COR-011,SEC-0109,2026-06-19,2026-06-22,69.7,60.7,130,3,180,120,Yes
TASK-025512,AST-140629,Track / Civil Engineering,Ballast Tamping,COR-009,SEC-0083,2029-01-10,2029-01-11,92.7,91.5,190,4,120,30,Yes
TASK-025513,AST-117557,Track / Civil Engineering,Ballast Tamping,COR-013,SEC-0125,2028-05-13,2028-05-23,75.7,65.5,99,3,180,30,No
TASK-025514,AST-086699,Track / Civil Engineering,Turnout Maintenance,COR-018,SEC-0179,2027-06-30,2027-07-05,99.0,90.9,149,2,967,15,Yes
TASK-025515,AST-089052,Track / Civil Engineering,Ballast Tamping,COR-015,SEC-0148,2027-07-30,2027-08-04,99.0,93.5,166,2,490,120,Yes
TASK-025516,AST-037679,Track / Civil Engineering,Turnout Maintenance,COR-016,SEC-0157,2026-02-08,2026-02-09,99.0,90.7,123,3,1320,60,No
TASK-025517,AST-037084,Signal & Telecommunications (S&T),Telecom Inspection,COR-011,SEC-0105,2026-01-26,2026-01-29,70.5,61.1,77,4,120,30,No
TASK-025518,AST-027338,Signal & Telecommunications (S&T),Signal Inspection,COR-007,SEC-0061,2025-10-13,2025-10-16,39.4,24.4,143,5,1320,0,Yes
TASK-025519,AST-053810,Electrical / TRD,Switchgear Inspection,COR-007,SEC-0065,2026-07-29,2026-08-01,86.5,79.4,95,6,1036,0,No
TASK-025520,AST-138066,Track / Civil Engineering,Rail Inspection,COR-020,SEC-0199,2028-12-19,2028-12-21,60.2,47.6,196,5,178,30,Yes
TASK-025521,AST-113167,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-004,SEC-0036,2028-03-26,2028-04-09,73.7,63.3,128,5,672,0,Yes
TASK-025522,AST-076152,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-002,SEC-0014,2027-03-16,2027-03-21,60.9,49.6,80,5,87,30,Yes
TASK-025523,AST-149754,Track / Civil Engineering,Rail Grinding,COR-013,SEC-0126,2029-04-17,2029-04-22,64.5,51.5,122,5,0,30,Yes
TASK-025524,AST-136883,Mechanical / Rolling Stock,Traction Motor Inspection,COR-005,SEC-0041,2028-11-27,2028-12-07,60.0,44.1,84,2,60,15,Yes
TASK-025525,AST-046081,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-019,SEC-0181,2026-05-03,2026-05-04,62.6,47.4,159,3,180,0,Yes
TASK-025526,AST-041550,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-016,SEC-0152,2026-03-11,2026-03-14,55.1,38.5,151,6,701,60,No
TASK-025527,AST-103476,Electrical / TRD,Substation Maintenance,COR-015,SEC-0142,2027-12-20,2027-12-27,93.6,93.9,119,2,180,30,Yes
TASK-025528,AST-143544,Track / Civil Engineering,Sleeper Replacement,COR-005,SEC-0047,2029-02-18,2029-02-21,99.0,92.9,122,3,120,30,No
TASK-025529,AST-128514,Mechanical / Rolling Stock,Wheelset Inspection,COR-003,SEC-0023,2028-09-03,2028-09-08,83.3,65.6,109,4,0,0,Yes
TASK-025530,AST-080829,Electrical / TRD,Feeder Maintenance,COR-001,SEC-0010,2027-04-26,2027-05-01,71.1,61.0,172,2,935,0,Yes
TASK-025531,AST-120745,Electrical / TRD,Feeder Maintenance,COR-002,SEC-0012,2028-06-22,2028-06-29,70.6,64.9,103,6,458,60,Yes
TASK-025532,AST-130920,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-010,SEC-0094,2028-09-26,2028-10-03,43.4,38.6,110,4,376,120,Yes
TASK-025533,AST-071589,Electrical / TRD,Catenary Repair,COR-003,SEC-0029,2027-01-18,2027-01-21,78.0,62.1,186,3,180,15,Yes
TASK-025534,AST-041197,Signal & Telecommunications (S&T),Relay Testing,COR-010,SEC-0098,2026-03-16,2026-03-19,73.0,65.4,112,3,1380,30,Yes
TASK-025535,AST-063749,Track / Civil Engineering,Sleeper Replacement,COR-014,SEC-0136,2026-11-01,2026-11-11,55.4,45.4,140,5,120,60,Yes
TASK-025536,AST-095648,Mechanical / Rolling Stock,Bearing Inspection,COR-013,SEC-0129,2027-09-30,2027-10-01,82.3,71.1,45,5,1320,15,No
TASK-025537,AST-034264,Electrical / TRD,Substation Maintenance,COR-009,SEC-0082,2026-01-04,2026-01-06,86.8,85.5,137,2,120,30,Yes
TASK-025538,AST-000855,Mechanical / Rolling Stock,Traction Motor Inspection,COR-017,SEC-0167,2025-01-20,2025-02-03,78.9,65.3,63,4,1320,30,Yes
TASK-025539,AST-053835,Mechanical / Rolling Stock,Traction Motor Inspection,COR-016,SEC-0157,2026-07-20,2026-07-22,51.2,45.2,77,2,120,15,Yes
TASK-025540,AST-010730,Signal & Telecommunications (S&T),Relay Testing,COR-018,SEC-0179,2025-05-01,2025-05-04,64.6,47.1,106,4,429,30,Yes
TASK-025541,AST-035409,Track / Civil Engineering,Rail Grinding,COR-016,SEC-0157,2026-01-10,2026-01-24,86.7,81.8,157,6,60,30,Yes
TASK-025542,AST-021985,Signal & Telecommunications (S&T),Signal Inspection,COR-020,SEC-0193,2025-08-29,2025-09-08,58.2,47.9,120,4,1320,120,Yes
TASK-025543,AST-049095,Track / Civil Engineering,Rail Grinding,COR-009,SEC-0090,2026-06-08,2026-06-22,90.2,82.6,200,3,0,30,Yes
TASK-025544,AST-135556,Track / Civil Engineering,Bridge Inspection,COR-015,SEC-0146,2028-11-18,2028-11-21,90.7,85.8,102,4,1070,30,Yes
TASK-025545,AST-040282,Track / Civil Engineering,Rail Inspection,COR-017,SEC-0162,2026-03-03,2026-03-10,66.6,47.9,117,2,698,15,Yes
TASK-025546,AST-060357,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-008,SEC-0077,2026-09-29,2026-10-06,71.7,63.3,163,3,1024,30,No
TASK-025547,AST-037461,Track / Civil Engineering,Rail Grinding,COR-009,SEC-0086,2026-02-08,2026-02-10,50.3,37.7,96,2,60,0,Yes
TASK-025548,AST-036627,Track / Civil Engineering,Rail Grinding,COR-011,SEC-0110,2026-01-18,2026-01-19,92.9,89.6,161,3,0,15,No
TASK-025549,AST-045922,Electrical / TRD,Feeder Maintenance,COR-012,SEC-0111,2026-04-28,2026-04-30,69.6,56.0,162,3,60,15,Yes
TASK-025550,AST-091248,Mechanical / Rolling Stock,Axle Inspection,COR-007,SEC-0062,2027-08-13,2027-08-23,61.7,47.0,71,6,60,0,Yes
TASK-025551,AST-011670,Electrical / TRD,Transformer Inspection,COR-016,SEC-0159,2025-05-09,2025-05-12,84.2,79.3,99,6,0,30,Yes
TASK-025552,AST-100387,Electrical / TRD,Substation Maintenance,COR-002,SEC-0017,2027-11-25,2027-11-30,75.4,65.9,132,5,1380,30,Yes
TASK-025553,AST-094501,Track / Civil Engineering,Rail Inspection,COR-012,SEC-0115,2027-09-22,2027-09-25,99.0,92.5,191,3,0,120,Yes
TASK-025554,AST-035592,Track / Civil Engineering,Rail Inspection,COR-002,SEC-0015,2026-01-09,2026-01-16,81.8,72.7,175,2,180,60,Yes
TASK-025555,AST-027221,Mechanical / Rolling Stock,Bearing Inspection,COR-002,SEC-0011,2025-10-22,2025-10-29,83.2,68.6,117,5,424,120,Yes
TASK-025556,AST-144320,Track / Civil Engineering,Rail Inspection,COR-016,SEC-0151,2029-02-23,2029-03-09,66.9,49.3,116,6,0,15,No
TASK-025557,AST-096412,Track / Civil Engineering,Turnout Maintenance,COR-008,SEC-0076,2027-10-03,2027-10-04,61.5,45.7,175,6,1380,15,Yes
TASK-025558,AST-025043,Signal & Telecommunications (S&T),Telecom Inspection,COR-018,SEC-0175,2025-09-21,2025-10-05,63.9,54.4,187,3,1380,60,Yes
TASK-025559,AST-113509,Electrical / TRD,Transformer Inspection,COR-015,SEC-0150,2028-03-31,2028-04-07,91.9,79.7,67,5,120,60,Yes
TASK-025560,AST-113044,Track / Civil Engineering,Bridge Inspection,COR-001,SEC-0006,2028-03-25,2028-03-30,90.6,90.4,143,3,60,120,No
TASK-025561,AST-068178,Mechanical / Rolling Stock,Brake Inspection,COR-019,SEC-0189,2026-12-24,2026-12-25,79.7,65.1,66,2,60,60,Yes
TASK-025562,AST-126366,Electrical / TRD,Catenary Repair,COR-019,SEC-0186,2028-08-11,2028-08-18,58.7,46.1,159,4,120,60,Yes
TASK-025563,AST-114383,Signal & Telecommunications (S&T),Signal Inspection,COR-010,SEC-0093,2028-04-15,2028-04-17,96.4,97.3,101,5,180,60,Yes
TASK-025564,AST-081459,Track / Civil Engineering,Ballast Tamping,COR-009,SEC-0088,2027-05-10,2027-05-24,73.6,60.8,194,2,1320,60,Yes
TASK-025565,AST-142817,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-015,SEC-0148,2029-01-30,2029-02-13,78.0,68.2,163,5,379,60,Yes
TASK-025566,AST-012380,Track / Civil Engineering,Ballast Tamping,COR-002,SEC-0012,2025-05-17,2025-05-31,74.1,65.5,185,2,988,30,Yes
TASK-025567,AST-100249,Track / Civil Engineering,Ballast Tamping,COR-011,SEC-0105,2027-11-15,2027-11-18,99.0,87.9,149,3,395,30,Yes
TASK-025568,AST-121919,Electrical / TRD,Transformer Inspection,COR-008,SEC-0075,2028-06-26,2028-06-29,52.0,35.4,119,2,120,30,Yes
TASK-025569,AST-142161,Track / Civil Engineering,Rail Grinding,COR-012,SEC-0119,2029-01-31,2029-02-03,77.1,68.8,175,3,1320,0,No
TASK-025570,AST-078345,Electrical / TRD,Substation Maintenance,COR-005,SEC-0047,2027-04-06,2027-04-07,93.3,89.0,124,4,1380,30,No
TASK-025571,AST-130653,Track / Civil Engineering,Ballast Tamping,COR-010,SEC-0092,2028-10-03,2028-10-08,61.0,51.1,138,5,622,15,Yes
TASK-025572,AST-109776,Signal & Telecommunications (S&T),Relay Testing,COR-007,SEC-0070,2028-02-24,2028-03-05,64.3,47.9,94,3,60,30,No
TASK-025573,AST-022169,Track / Civil Engineering,Sleeper Replacement,COR-016,SEC-0153,2025-08-22,2025-08-29,84.9,69.0,153,2,1380,120,No
TASK-025574,AST-017795,Electrical / TRD,Switchgear Inspection,COR-005,SEC-0050,2025-07-10,2025-07-17,63.8,51.3,139,5,60,0,No
TASK-025575,AST-009399,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-012,SEC-0111,2025-04-13,2025-04-15,50.1,44.7,103,4,120,0,No
TASK-025576,AST-125535,Track / Civil Engineering,Rail Grinding,COR-017,SEC-0168,2028-08-04,2028-08-06,94.8,91.9,156,5,1369,15,Yes
TASK-025577,AST-044845,Electrical / TRD,Catenary Repair,COR-006,SEC-0059,2026-04-18,2026-04-19,78.5,70.0,147,3,180,0,Yes
TASK-025578,AST-001184,Track / Civil Engineering,Rail Grinding,COR-017,SEC-0168,2025-01-19,2025-02-02,88.4,82.4,137,2,714,60,No
TASK-025579,AST-024669,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-004,SEC-0037,2025-09-17,2025-09-20,74.6,62.8,100,3,60,60,Yes
TASK-025580,AST-115569,Mechanical / Rolling Stock,Bearing Inspection,COR-002,SEC-0020,2028-04-19,2028-04-21,90.7,86.5,137,3,1251,0,Yes
TASK-025581,AST-037026,Track / Civil Engineering,Turnout Maintenance,COR-016,SEC-0157,2026-01-31,2026-02-01,86.8,79.2,95,4,0,30,No
TASK-025582,AST-124700,Electrical / TRD,OHE Inspection,COR-019,SEC-0186,2028-07-29,2028-08-01,56.5,48.1,45,5,0,120,Yes
TASK-025583,AST-088920,Mechanical / Rolling Stock,Bearing Inspection,COR-014,SEC-0131,2027-07-22,2027-07-23,50.0,40.1,100,2,618,15,Yes
TASK-025584,AST-125015,Track / Civil Engineering,Sleeper Replacement,COR-001,SEC-0002,2028-08-08,2028-08-22,85.3,86.3,147,5,1364,15,No
TASK-025585,AST-107891,Track / Civil Engineering,Ballast Tamping,COR-007,SEC-0069,2028-02-03,2028-02-08,88.9,88.2,133,3,291,15,Yes
TASK-025586,AST-147586,Electrical / TRD,Substation Maintenance,COR-019,SEC-0181,2029-03-23,2029-04-06,86.1,89.0,112,2,180,0,Yes
TASK-025587,AST-065623,Electrical / TRD,Substation Maintenance,COR-019,SEC-0181,2026-11-21,2026-12-05,51.8,39.3,114,2,60,30,Yes
TASK-025588,AST-029259,Track / Civil Engineering,Bridge Inspection,COR-001,SEC-0005,2025-11-11,2025-11-14,85.9,85.5,133,3,0,60,Yes
TASK-025589,AST-057791,Track / Civil Engineering,Rail Inspection,COR-006,SEC-0054,2026-08-30,2026-09-01,80.2,70.1,85,4,120,0,Yes
TASK-025590,AST-137232,Track / Civil Engineering,Rail Inspection,COR-004,SEC-0039,2028-12-14,2028-12-16,92.4,91.7,188,4,120,15,Yes
TASK-025591,AST-067387,Track / Civil Engineering,Ballast Tamping,COR-011,SEC-0105,2026-12-10,2026-12-24,92.3,89.9,154,2,1380,60,No
TASK-025592,AST-017039,Track / Civil Engineering,Turnout Maintenance,COR-003,SEC-0026,2025-07-10,2025-07-12,70.3,62.0,87,4,0,30,Yes
TASK-025593,AST-013523,Mechanical / Rolling Stock,Axle Inspection,COR-002,SEC-0015,2025-05-28,2025-06-11,99.0,90.0,57,4,31,60,Yes
TASK-025594,AST-056286,Electrical / TRD,Switchgear Inspection,COR-002,SEC-0012,2026-08-14,2026-08-24,84.7,71.3,157,4,1380,0,Yes
TASK-025595,AST-009841,Electrical / TRD,Feeder Maintenance,COR-015,SEC-0148,2025-04-16,2025-04-26,67.2,51.4,106,4,1380,30,Yes
TASK-025596,AST-034266,Track / Civil Engineering,Ballast Tamping,COR-002,SEC-0017,2025-12-29,2026-01-03,99.0,94.7,89,5,415,30,Yes
TASK-025597,AST-085205,Track / Civil Engineering,Bridge Inspection,COR-017,SEC-0169,2027-06-08,2027-06-11,81.1,68.8,124,6,261,60,No
TASK-025598,AST-099262,Signal & Telecommunications (S&T),Telecom Inspection,COR-015,SEC-0150,2027-11-11,2027-11-25,95.8,88.6,135,5,1320,30,Yes
TASK-025599,AST-040552,Track / Civil Engineering,Bridge Inspection,COR-003,SEC-0029,2026-03-04,2026-03-09,87.4,82.2,122,6,1320,0,No
TASK-025600,AST-071791,Track / Civil Engineering,Rail Inspection,COR-003,SEC-0028,2027-01-29,2027-02-01,76.5,62.9,159,2,730,30,Yes
TASK-025601,AST-077372,Track / Civil Engineering,Rail Grinding,COR-011,SEC-0108,2027-03-31,2027-04-07,68.4,53.8,167,3,308,30,No
TASK-025602,AST-140676,Track / Civil Engineering,Turnout Maintenance,COR-015,SEC-0143,2029-01-06,2029-01-13,75.1,62.6,135,3,60,30,Yes
TASK-025603,AST-070785,Track / Civil Engineering,Rail Inspection,COR-007,SEC-0062,2027-01-10,2027-01-15,79.4,70.2,146,6,852,60,Yes
TASK-025604,AST-057111,Track / Civil Engineering,Rail Inspection,COR-007,SEC-0066,2026-08-29,2026-08-31,56.4,44.8,121,3,1380,30,Yes
TASK-025605,AST-109460,Electrical / TRD,Switchgear Inspection,COR-011,SEC-0109,2028-02-24,2028-02-25,74.2,62.8,130,3,841,30,No
TASK-025606,AST-044362,Track / Civil Engineering,Turnout Maintenance,COR-019,SEC-0184,2026-04-12,2026-04-15,99.0,89.5,167,6,180,15,Yes
TASK-025607,AST-087906,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-001,SEC-0006,2027-07-17,2027-07-22,94.7,86.9,169,5,666,15,No
TASK-025608,AST-044052,Electrical / TRD,Switchgear Inspection,COR-015,SEC-0144,2026-04-18,2026-04-28,67.3,52.1,186,3,180,30,Yes
TASK-025609,AST-073767,Track / Civil Engineering,Sleeper Replacement,COR-001,SEC-0008,2027-02-14,2027-02-19,78.1,64.9,123,2,180,0,No
TASK-025610,AST-019524,Track / Civil Engineering,Sleeper Replacement,COR-011,SEC-0104,2025-08-05,2025-08-08,99.0,94.1,179,3,1380,0,Yes
TASK-025611,AST-127207,Mechanical / Rolling Stock,Wheelset Inspection,COR-004,SEC-0033,2028-08-23,2028-08-24,84.4,72.9,102,4,60,15,Yes
TASK-025612,AST-100491,Mechanical / Rolling Stock,Axle Inspection,COR-013,SEC-0122,2027-11-26,2027-12-10,85.2,77.9,121,4,594,60,Yes
TASK-025613,AST-025704,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-006,SEC-0054,2025-10-04,2025-10-05,69.1,53.3,150,5,120,0,Yes
TASK-025614,AST-077301,Electrical / TRD,Feeder Maintenance,COR-007,SEC-0069,2027-03-28,2027-04-04,90.7,84.3,81,5,1320,15,Yes
TASK-025615,AST-137799,Track / Civil Engineering,Ballast Tamping,COR-002,SEC-0013,2028-12-14,2028-12-15,95.2,86.7,160,4,88,15,No
TASK-025616,AST-033086,Track / Civil Engineering,Rail Inspection,COR-005,SEC-0046,2025-12-22,2025-12-29,50.6,41.3,181,4,60,30,Yes
TASK-025617,AST-103176,Track / Civil Engineering,Rail Inspection,COR-016,SEC-0155,2027-12-25,2027-12-26,69.7,54.2,206,6,690,60,No
TASK-025618,AST-056001,Track / Civil Engineering,Ballast Tamping,COR-002,SEC-0011,2026-08-17,2026-08-27,99.0,92.1,178,6,230,30,No
TASK-025619,AST-092077,Track / Civil Engineering,Bridge Inspection,COR-004,SEC-0035,2027-08-20,2027-08-27,99.0,89.2,149,6,120,30,No
TASK-025620,AST-115279,Signal & Telecommunications (S&T),Relay Testing,COR-017,SEC-0170,2028-04-19,2028-04-26,59.7,43.1,104,2,111,60,No
TASK-025621,AST-084513,Mechanical / Rolling Stock,Brake Inspection,COR-005,SEC-0046,2027-06-11,2027-06-13,64.8,51.0,118,3,0,60,No
TASK-025622,AST-094806,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-013,SEC-0129,2027-09-18,2027-09-21,63.5,45.9,83,4,180,15,Yes
TASK-025623,AST-032470,Electrical / TRD,OHE Inspection,COR-008,SEC-0071,2025-12-07,2025-12-21,90.2,85.4,123,5,106,30,Yes
TASK-025624,AST-120980,Signal & Telecommunications (S&T),Signal Inspection,COR-018,SEC-0178,2028-06-21,2028-06-23,73.2,68.4,45,5,120,30,No
TASK-025625,AST-087797,Electrical / TRD,OHE Inspection,COR-018,SEC-0171,2027-07-05,2027-07-10,99.0,94.5,95,3,1320,15,Yes
TASK-025626,AST-111181,Electrical / TRD,Transformer Inspection,COR-003,SEC-0021,2028-03-09,2028-03-10,57.1,46.2,152,5,944,120,Yes
TASK-025627,AST-108526,Track / Civil Engineering,Bridge Inspection,COR-002,SEC-0015,2028-02-19,2028-02-22,67.1,52.2,204,6,1320,15,Yes
TASK-025628,AST-027671,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-011,SEC-0109,2025-10-21,2025-10-26,83.0,69.5,135,3,1380,15,Yes
TASK-025629,AST-042007,Track / Civil Engineering,Rail Inspection,COR-008,SEC-0077,2026-03-22,2026-03-27,85.7,84.8,167,4,1220,60,Yes
TASK-025630,AST-084503,Signal & Telecommunications (S&T),Signal Inspection,COR-004,SEC-0035,2027-06-13,2027-06-20,79.5,66.3,92,4,60,30,Yes
TASK-025631,AST-134944,Signal & Telecommunications (S&T),Relay Testing,COR-019,SEC-0187,2028-11-14,2028-11-24,65.8,47.1,109,3,0,15,Yes
TASK-025632,AST-092138,Mechanical / Rolling Stock,Bearing Inspection,COR-012,SEC-0115,2027-08-26,2027-09-02,66.8,52.5,112,5,0,15,No
TASK-025633,AST-049827,Signal & Telecommunications (S&T),Relay Testing,COR-018,SEC-0178,2026-06-06,2026-06-13,98.5,88.5,179,6,0,120,Yes
TASK-025634,AST-012762,Electrical / TRD,Transformer Inspection,COR-006,SEC-0052,2025-05-15,2025-05-25,59.2,44.6,135,6,99,60,Yes
TASK-025635,AST-016243,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-014,SEC-0134,2025-07-01,2025-07-06,61.1,49.3,148,4,60,15,Yes
TASK-025636,AST-104661,Electrical / TRD,Substation Maintenance,COR-006,SEC-0053,2028-01-04,2028-01-07,57.5,40.5,114,2,1320,30,Yes
TASK-025637,AST-118222,Electrical / TRD,Substation Maintenance,COR-016,SEC-0156,2028-05-27,2028-06-10,67.5,50.8,120,6,120,60,Yes
TASK-025638,AST-013376,Track / Civil Engineering,Ballast Tamping,COR-001,SEC-0004,2025-05-26,2025-05-31,65.3,56.4,133,6,1320,30,No
TASK-025639,AST-140891,Track / Civil Engineering,Rail Grinding,COR-017,SEC-0163,2029-01-16,2029-01-17,68.8,56.0,134,6,725,120,Yes
TASK-025640,AST-035459,Track / Civil Engineering,Rail Inspection,COR-006,SEC-0055,2026-01-09,2026-01-10,99.0,97.6,114,5,1380,15,No
TASK-025641,AST-041534,Track / Civil Engineering,Turnout Maintenance,COR-013,SEC-0121,2026-03-15,2026-03-17,96.9,90.6,166,4,901,60,Yes
TASK-025642,AST-147515,Electrical / TRD,Switchgear Inspection,COR-009,SEC-0090,2029-03-24,2029-03-27,66.3,49.1,74,3,1320,15,Yes
TASK-025643,AST-020464,Track / Civil Engineering,Turnout Maintenance,COR-006,SEC-0053,2025-08-16,2025-08-18,95.3,84.3,96,3,120,30,Yes
TASK-025644,AST-114861,Electrical / TRD,Catenary Repair,COR-014,SEC-0139,2028-04-15,2028-04-29,57.4,43.2,61,4,120,0,No
TASK-025645,AST-091169,Track / Civil Engineering,Turnout Maintenance,COR-003,SEC-0027,2027-08-13,2027-08-23,64.9,50.8,168,3,216,0,Yes
TASK-025646,AST-147715,Electrical / TRD,Catenary Repair,COR-002,SEC-0016,2029-03-27,2029-04-06,99.0,91.7,135,6,1320,30,No
